Order Date,Category,Sales
3/5/2016,Office Supplies,2.182
3/5/2016,Office Supplies,27.384
3/5/2016,Office Supplies,26.406
27/12/2016,Office Supplies,10.368
27/12/2016,Office Supplies,23.68
22/7/2016,Technology,109.95
22/7/2016,Office Supplies,965.85
22/7/2016,Office Supplies,29.2
22/7/2016,Office Supplies,32.4
16/11/2014,Office Supplies,78.35
16/11/2014,Office Supplies,31.68
16/11/2014,Office Supplies,29.12
16/11/2014,Office Supplies,169.45
19/6/2015,Furniture,12.56
19/6/2015,Office Supplies,6.48
19/6/2015,Office Supplies,186.69
4/7/2016,Furniture,25.4
4/7/2016,Office Supplies,43.96
4/7/2016,Furniture,1279.165
4/7/2016,Office Supplies,27.92
3/9/2015,Furniture,129.56799999999998
3/9/2015,Office Supplies,6.367999999999999
7/8/2017,Office Supplies,244.55
13/3/2017,Office Supplies,1332.496
28/9/2017,Furniture,32.775999999999996
28/9/2017,Office Supplies,147.184
28/9/2017,Technology,54.38399999999999
28/9/2017,Office Supplies,76.77600000000001
28/9/2017,Office Supplies,14.352
28/9/2017,Office Supplies,209.792
7/8/2015,Office Supplies,3.304
24/11/2017,Office Supplies,16.38
24/11/2017,Office Supplies,167.96
24/11/2017,Furniture,321.568
24/11/2017,Office Supplies,12.96
8/5/2017,Furniture,128.058
29/9/2017,Furniture,63.68600000000001
29/9/2017,Technology,239.976
29/9/2017,Furniture,344.22
29/9/2017,Office Supplies,15.552
29/9/2017,Furniture,21.248
29/9/2017,Office Supplies,8.448
22/10/2017,Office Supplies,333.09
22/10/2017,Furniture,248.98
24/3/2014,Office Supplies,24.9
3/11/2016,Office Supplies,15.26
3/11/2016,Office Supplies,43.32
3/11/2016,Office Supplies,43.583999999999996
3/11/2016,Office Supplies,116.28
3/11/2016,Office Supplies,9.296
3/11/2016,Office Supplies,19.44
3/11/2016,Office Supplies,314.55
5/9/2015,Office Supplies,16.27
5/9/2015,Office Supplies,69.12
5/9/2015,Office Supplies,4.47
14/8/2017,Furniture,418.296
1/12/2014,Technology,659.988
1/12/2014,Furniture,8.128
1/12/2014,Office Supplies,36.288000000000004
1/12/2014,Furniture,909.72
18/6/2017,Furniture,917.9235
18/6/2017,Office Supplies,38.88
2/12/2017,Office Supplies,631.1759999999999
21/11/2014,Office Supplies,12.96
10/4/2016,Office Supplies,12.96
10/4/2016,Office Supplies,23.2
30/6/2014,Office Supplies,25.92
30/6/2014,Office Supplies,21.311999999999998
24/12/2014,Technology,173.65599999999998
24/12/2014,Office Supplies,361.96
24/12/2014,Technology,62.85
24/12/2014,Technology,818.3760000000001
24/12/2014,Office Supplies,20.34
24/12/2014,Furniture,23.99
23/5/2017,Furniture,171.28799999999998
10/11/2016,Furniture,37.3
10/11/2016,Office Supplies,81.96
2/10/2016,Office Supplies,54.792
6/9/2016,Office Supplies,10.784
27/10/2016,Furniture,290.98
22/10/2017,Office Supplies,36.44
15/9/2016,Office Supplies,21.4
15/9/2016,Office Supplies,48.663999999999994
25/9/2016,Office Supplies,16.56
10/6/2017,Office Supplies,1347.52
20/2/2014,Technology,62.31
20/2/2014,Furniture,20.32
20/2/2017,Office Supplies,9.432
2/11/2014,Office Supplies,34.86
2/11/2014,Furniture,89.34
17/7/2017,Technology,269.98
17/7/2017,Office Supplies,99.9
17/7/2017,Furniture,39.08
8/9/2017,Technology,116.83200000000001
14/11/2016,Office Supplies,2.296
14/11/2016,Furniture,408.006
14/11/2016,Office Supplies,40.44
10/10/2014,Furniture,122.352
10/10/2014,Office Supplies,15.28
19/3/2015,Office Supplies,11.96
8/7/2017,Furniture,15.84
8/7/2017,Office Supplies,86.376
8/7/2017,Office Supplies,18.24
8/7/2017,Office Supplies,13.12
27/2/2015,Technology,105.98
27/2/2015,Furniture,493.92
16/6/2017,Office Supplies,5.936
30/3/2017,Office Supplies,325.86
12/7/2015,Furniture,383.60699999999997
12/7/2015,Technology,148.48
12/7/2015,Technology,537.544
12/7/2015,Office Supplies,1.9280000000000002
12/7/2015,Office Supplies,6.912000000000001
12/7/2015,Furniture,7.76
12/7/2015,Technology,659.168
30/4/2017,Office Supplies,5.76
13/7/2014,Furniture,351.216
27/12/2014,Furniture,230.28
27/12/2014,Office Supplies,12.84
27/2/2016,Office Supplies,56.82
23/3/2015,Office Supplies,31.56
23/3/2015,Office Supplies,27.92
21/10/2017,Office Supplies,8.559
31/12/2014,Office Supplies,49.568000000000005
5/5/2014,Furniture,127.869
4/12/2015,Office Supplies,271.44
4/12/2015,Technology,110.352
4/12/2015,Furniture,36.4
26/9/2017,Furniture,419.13599999999997
9/12/2014,Office Supplies,100.704
3/12/2017,Office Supplies,45.216
3/12/2017,Office Supplies,28.781999999999996
3/12/2017,Office Supplies,24.448
8/11/2015,Office Supplies,10.475999999999999
19/4/2014,Furniture,76.14
25/5/2015,Office Supplies,21.24
25/5/2015,Office Supplies,127.96
17/7/2017,Technology,479.98400000000004
12/12/2016,Technology,657.93
12/12/2016,Furniture,33.48
12/12/2016,Office Supplies,13.9
12/12/2016,Office Supplies,26.86
11/4/2014,Office Supplies,9.584
9/6/2015,Office Supplies,113.1
27/7/2014,Office Supplies,65.78
31/7/2015,Technology,239.7
19/9/2016,Furniture,25.631999999999998
10/6/2016,Office Supplies,23.616
26/8/2016,Office Supplies,8.26
2/11/2017,Office Supplies,76.58
2/11/2017,Office Supplies,8.8
2/11/2017,Office Supplies,590.352
2/11/2017,Office Supplies,5.58
2/11/2017,Furniture,25.02
2/11/2017,Office Supplies,452.55
26/12/2016,Office Supplies,17.76
26/12/2016,Technology,302.384
26/12/2016,Furniture,146.352
26/12/2016,Office Supplies,7.9
26/12/2016,Furniture,902.712
26/12/2016,Office Supplies,53.97
5/12/2016,Office Supplies,33.92
28/8/2017,Office Supplies,21.81
28/8/2017,Office Supplies,91.6
16/7/2015,Furniture,150.98
16/7/2015,Office Supplies,137.25
16/7/2015,Office Supplies,11.52
26/5/2015,Office Supplies,18.272000000000002
26/5/2015,Office Supplies,153.72799999999998
26/5/2015,Office Supplies,12.224
26/5/2015,Technology,167.94400000000002
28/5/2015,Technology,45.99
28/5/2015,Office Supplies,535.41
28/5/2015,Office Supplies,6.096
28/5/2015,Office Supplies,45.36
9/11/2017,Furniture,47.12
24/1/2016,Office Supplies,31.36
31/12/2016,Office Supplies,47.61600000000001
31/12/2016,Office Supplies,23.48
5/9/2016,Office Supplies,62.79
5/9/2016,Office Supplies,28.44
4/9/2015,Technology,134.376
21/9/2015,Technology,589.9
21/9/2015,Furniture,542.94
24/12/2017,Technology,2879.952
24/12/2017,Office Supplies,90.48
5/10/2015,Office Supplies,77.55
9/9/2017,Office Supplies,8.832
9/9/2017,Office Supplies,177.53599999999997
9/9/2017,Office Supplies,258.48
9/9/2017,Furniture,14.136
13/11/2016,Office Supplies,77.55
13/11/2016,Office Supplies,24.88
13/11/2016,Office Supplies,140.75
13/11/2016,Office Supplies,36.63
15/10/2015,Furniture,17.14
3/8/2017,Office Supplies,51.75
3/8/2017,Furniture,123.96
21/8/2015,Furniture,586.398
21/8/2015,Office Supplies,80.98
12/3/2017,Office Supplies,242.94
27/4/2017,Office Supplies,123.92
27/4/2017,Office Supplies,12.39
27/4/2017,Office Supplies,47.3
11/9/2016,Technology,1599.92
11/9/2016,Office Supplies,11.09
22/10/2017,Office Supplies,3.168
22/10/2017,Furniture,579.136
2/8/2015,Office Supplies,6.367999999999999
2/8/2015,Technology,558.4
12/8/2016,Furniture,145.764
30/5/2014,Office Supplies,13.62
26/4/2016,Furniture,434.64599999999996
14/5/2017,Office Supplies,440.19
14/5/2017,Office Supplies,64.4
8/4/2017,Office Supplies,244.55
8/4/2017,Office Supplies,195.76
17/2/2017,Office Supplies,11.76
17/2/2017,Office Supplies,166.45
24/6/2017,Office Supplies,2.88
5/5/2014,Office Supplies,45.248000000000005
3/5/2015,Office Supplies,59.903999999999996
3/5/2015,Office Supplies,23.695999999999998
3/5/2015,Office Supplies,7.968
3/5/2015,Office Supplies,18.2
3/5/2015,Technology,27.552
3/5/2015,Furniture,844.1160000000001
3/5/2015,Office Supplies,76.752
18/9/2016,Office Supplies,3.0
22/9/2016,Office Supplies,7.506
22/9/2016,Office Supplies,16.56
10/1/2016,Furniture,79.92
10/1/2016,Technology,69.98
6/5/2017,Office Supplies,11.06
6/5/2017,Furniture,623.4648
6/5/2017,Office Supplies,772.68
31/7/2016,Office Supplies,283.14
31/7/2016,Technology,635.96
31/7/2016,Technology,118.99
31/7/2016,Furniture,272.94
27/3/2017,Furniture,15.008
14/3/2014,Office Supplies,33.088
14/3/2014,Office Supplies,80.98
14/3/2014,Technology,82.8
14/3/2014,Office Supplies,21.36
14/3/2014,Office Supplies,62.048
14/7/2016,Office Supplies,29.61
1/12/2016,Technology,863.928
29/8/2016,Furniture,241.92
29/8/2016,Furniture,163.88
29/8/2016,Office Supplies,3.486
29/8/2016,Office Supplies,10.584000000000001
24/6/2016,Technology,440.91
30/3/2017,Office Supplies,5.715
20/12/2014,Furniture,51.968
20/12/2014,Technology,71.976
20/12/2014,Furniture,242.352
20/12/2014,Office Supplies,221.92
20/12/2014,Office Supplies,8.448
17/12/2015,Office Supplies,29.52
17/12/2015,Furniture,302.94
17/12/2015,Furniture,142.36
17/12/2015,Furniture,546.66
17/12/2015,Furniture,212.13
11/5/2017,Office Supplies,5.247999999999999
11/5/2017,Office Supplies,74.416
11/5/2017,Office Supplies,6.848
11/5/2017,Furniture,7.996
24/6/2016,Office Supplies,8.712
17/5/2016,Office Supplies,65.17
17/5/2016,Office Supplies,14.62
17/5/2016,Furniture,173.24
29/6/2017,Office Supplies,895.92
29/6/2017,Office Supplies,130.71
29/6/2017,Office Supplies,11.68
29/6/2017,Technology,62.31
31/3/2014,Office Supplies,0.852
16/12/2014,Office Supplies,36.288000000000004
16/12/2014,Furniture,56.568000000000005
18/5/2017,Technology,344.704
12/5/2015,Technology,201.584
3/12/2017,Furniture,521.96
12/12/2015,Office Supplies,8.22
10/10/2015,Office Supplies,45.36
18/4/2015,Office Supplies,947.17
18/4/2015,Office Supplies,61.96
7/6/2014,Furniture,268.935
1/9/2017,Office Supplies,7.58
22/5/2016,Office Supplies,14.73
11/11/2016,Office Supplies,9.888
11/11/2016,Office Supplies,671.544
25/11/2014,Office Supplies,1117.92
25/11/2014,Furniture,275.952
7/11/2014,Office Supplies,123.14399999999999
18/7/2016,Technology,15.575999999999999
29/3/2015,Office Supplies,212.64
29/3/2015,Office Supplies,9.87
29/3/2015,Technology,53.25
29/3/2015,Furniture,19.92
7/4/2016,Furniture,658.7460000000001
13/6/2015,Office Supplies,8.26
13/6/2015,Office Supplies,29.84
13/6/2015,Technology,67.98
18/2/2015,Office Supplies,61.06
18/2/2015,Furniture,35.544000000000004
12/11/2017,Office Supplies,9.96
12/11/2017,Office Supplies,9.21
12/11/2017,Office Supplies,27.93
5/3/2017,Office Supplies,7.9
5/3/2017,Office Supplies,221.16
5/3/2017,Office Supplies,127.96
5/3/2017,Office Supplies,18.69
3/3/2016,Office Supplies,25.35
3/3/2016,Furniture,35.28
24/12/2016,Office Supplies,33.4
7/10/2016,Technology,837.6
9/12/2016,Technology,40.68
20/11/2017,Furniture,209.56799999999998
12/12/2015,Technology,22.368000000000002
3/2/2017,Office Supplies,3.8819999999999997
3/2/2017,Office Supplies,115.296
21/9/2017,Office Supplies,1.9080000000000001
30/4/2017,Office Supplies,43.372
3/11/2014,Technology,783.96
3/11/2014,Office Supplies,48.896
3/11/2014,Office Supplies,7.856
30/12/2016,Office Supplies,5.904
30/12/2016,Office Supplies,13.712
17/9/2014,Office Supplies,182.94
24/11/2017,Office Supplies,27.76
24/4/2015,Office Supplies,25.99
9/3/2015,Technology,113.52
9/3/2015,Technology,359.88
2/6/2017,Office Supplies,25.344
19/9/2016,Office Supplies,11.952
19/9/2016,Office Supplies,6.24
31/10/2014,Technology,742.336
23/11/2017,Furniture,6.4639999999999995
23/11/2017,Office Supplies,11.52
23/11/2017,Technology,222.38400000000001
16/11/2017,Office Supplies,23.36
19/2/2016,Office Supplies,8.67
19/2/2016,Office Supplies,25.71
7/11/2017,Office Supplies,100.94
8/7/2014,Furniture,63.882
7/11/2014,Furniture,683.1439999999999
7/11/2014,Office Supplies,1.476
7/11/2014,Office Supplies,40.711999999999996
28/1/2017,Office Supplies,279.9
11/12/2015,Office Supplies,13.12
11/12/2015,Furniture,69.57600000000001
11/12/2015,Office Supplies,4.224
11/12/2015,Technology,58.08
11/12/2015,Furniture,52.416000000000004
11/12/2015,Furniture,54.92
11/12/2015,Furniture,364.95
11/12/2015,Office Supplies,85.056
11/12/2015,Office Supplies,27.695999999999998
29/6/2015,Office Supplies,24.96
16/3/2015,Furniture,43.13
13/8/2015,Office Supplies,5.64
14/5/2016,Office Supplies,57.582
14/5/2016,Office Supplies,31.104
14/5/2016,Furniture,30.191999999999997
14/5/2016,Technology,43.6
14/5/2016,Office Supplies,4.768
14/5/2016,Office Supplies,10.38
14/5/2016,Office Supplies,13.392000000000001
13/7/2017,Technology,39.594
13/7/2017,Furniture,91.008
22/11/2015,Office Supplies,37.94
22/11/2015,Office Supplies,42.8
22/11/2015,Office Supplies,33.63
23/11/2014,Office Supplies,62.808
27/12/2015,Office Supplies,195.64
27/12/2015,Technology,239.9
14/11/2016,Furniture,380.05800000000005
14/11/2016,Technology,1199.976
14/11/2016,Furniture,48.576
8/5/2016,Office Supplies,17.94
26/12/2014,Office Supplies,18.264
26/12/2014,Office Supplies,34.656
26/12/2014,Office Supplies,81.55199999999999
26/12/2014,Office Supplies,227.136
8/6/2017,Office Supplies,10.36
7/4/2015,Office Supplies,463.24800000000005
7/4/2015,Technology,383.952
10/7/2016,Office Supplies,44.856
21/11/2016,Technology,30.345
21/11/2016,Furniture,127.554
21/11/2016,Furniture,77.952
12/11/2017,Office Supplies,14.015999999999998
1/11/2014,Office Supplies,69.52
1/11/2014,Office Supplies,5.64
15/5/2016,Office Supplies,13.776
7/11/2014,Office Supplies,245.88
7/11/2014,Office Supplies,36.63
7/11/2014,Office Supplies,22.58
7/11/2014,Office Supplies,12.39
5/10/2017,Office Supplies,39.92
5/10/2017,Office Supplies,61.96
5/10/2017,Office Supplies,19.936
1/6/2017,Office Supplies,3.798
1/6/2017,Office Supplies,27.744
1/6/2017,Technology,158.376
20/11/2017,Furniture,27.58
23/12/2016,Office Supplies,5.553
29/9/2017,Office Supplies,243.92
7/11/2016,Office Supplies,14.96
4/4/2014,Office Supplies,7.184
23/7/2015,Office Supplies,10.512
25/6/2014,Technology,263.96
25/6/2014,Office Supplies,71.632
25/6/2014,Office Supplies,9.328
8/9/2014,Office Supplies,5.88
8/9/2014,Furniture,975.92
8/9/2014,Office Supplies,303.84
8/9/2014,Office Supplies,485.88
12/12/2014,Furniture,12.54
12/12/2014,Office Supplies,8.94
12/12/2014,Furniture,9.24
13/1/2015,Office Supplies,70.008
13/1/2015,Furniture,77.6
13/1/2015,Furniture,464.85
15/12/2017,Office Supplies,10.192
18/12/2016,Office Supplies,1793.98
11/4/2014,Technology,758.352
10/11/2016,Office Supplies,20.368
10/11/2016,Office Supplies,49.848
26/6/2017,Technology,239.97
13/11/2017,Furniture,2404.7039999999997
13/11/2017,Office Supplies,563.024
13/11/2017,Office Supplies,344.91
13/11/2017,Office Supplies,8.64
24/11/2017,Technology,89.988
24/11/2017,Office Supplies,229.544
23/5/2017,Office Supplies,1.824
23/5/2017,Office Supplies,18.32
23/5/2017,Office Supplies,48.816
23/5/2017,Office Supplies,1.188
2/12/2014,Technology,119.8
3/10/2014,Office Supplies,61.568000000000005
3/10/2014,Office Supplies,6.192
29/7/2016,Office Supplies,2.214
2/11/2017,Office Supplies,5.32
2/11/2017,Furniture,975.92
2/11/2017,Technology,2249.91
2/11/2017,Office Supplies,59.92
8/3/2017,Office Supplies,171.2
8/3/2017,Office Supplies,3.36
16/12/2014,Office Supplies,114.2
28/11/2016,Furniture,182.67
28/11/2016,Technology,101.7
28/11/2016,Office Supplies,1126.02
28/11/2016,Office Supplies,1263.3
23/12/2016,Office Supplies,8.82
23/12/2016,Office Supplies,37.94
23/12/2016,Office Supplies,4.2
23/12/2016,Office Supplies,227.28
23/12/2016,Office Supplies,47.9
23/12/2016,Office Supplies,61.96
23/12/2016,Office Supplies,1117.92
15/10/2014,Furniture,183.372
15/10/2014,Office Supplies,7.968
22/8/2016,Office Supplies,26.351999999999997
17/12/2017,Office Supplies,481.32
17/12/2017,Office Supplies,13.98
7/3/2017,Office Supplies,25.92
7/3/2017,Office Supplies,91.59
1/12/2014,Furniture,674.058
14/10/2014,Office Supplies,22.92
14/10/2014,Office Supplies,269.9
18/11/2014,Office Supplies,11.808
18/11/2014,Technology,9.588
14/1/2017,Office Supplies,18.336
14/1/2017,Office Supplies,36.288000000000004
14/1/2017,Technology,111.984
14/1/2017,Office Supplies,5.97
14/1/2017,Office Supplies,2.508
24/9/2015,Office Supplies,35.96
24/9/2015,Office Supplies,14.952
9/10/2017,Office Supplies,67.14399999999999
9/10/2017,Furniture,254.058
2/1/2016,Furniture,173.94
2/1/2016,Technology,231.98
19/8/2017,Office Supplies,2.296
25/12/2017,Office Supplies,96.08
25/12/2017,Office Supplies,3.62
25/12/2017,Office Supplies,629.1
25/12/2017,Technology,90.48
10/9/2017,Office Supplies,14.88
19/10/2017,Furniture,91.275
1/12/2017,Office Supplies,19.44
1/12/2017,Furniture,897.15
2/9/2014,Office Supplies,57.75
2/9/2014,Office Supplies,14.94
25/3/2017,Office Supplies,23.1
28/9/2015,Office Supplies,12.536
28/9/2015,Office Supplies,1.08
28/9/2015,Office Supplies,4.512
15/3/2015,Technology,16.776
6/1/2017,Office Supplies,33.74
13/1/2014,Office Supplies,1325.85
13/1/2014,Furniture,333.999
13/1/2014,Office Supplies,19.9
6/2/2015,Furniture,1268.82
6/2/2015,Furniture,283.92
6/2/2015,Office Supplies,5.68
21/12/2017,Office Supplies,375.34
5/9/2016,Office Supplies,96.08
5/9/2016,Office Supplies,11.68
5/9/2016,Office Supplies,4.36
4/10/2014,Office Supplies,29.24
27/11/2017,Office Supplies,117.488
27/11/2017,Furniture,18.84
28/10/2016,Office Supplies,12.42
9/6/2015,Office Supplies,12.96
8/12/2017,Office Supplies,69.48
16/3/2015,Technology,85.9
9/6/2014,Office Supplies,18.06
9/6/2014,Office Supplies,79.14
9/6/2014,Furniture,37.4
20/3/2015,Office Supplies,2.512
20/3/2015,Office Supplies,18.864
18/11/2016,Technology,61.192
18/11/2016,Office Supplies,67.84
7/3/2014,Furniture,48.711999999999996
7/3/2014,Office Supplies,17.94
7/3/2014,Office Supplies,242.94
15/5/2016,Office Supplies,7.763999999999999
25/5/2015,Technology,467.04
2/8/2015,Technology,128.85
2/8/2015,Office Supplies,8.4
2/8/2015,Technology,199.98
2/8/2015,Furniture,110.98
6/11/2016,Furniture,207.984
6/11/2016,Office Supplies,36.111999999999995
6/11/2016,Furniture,35.568000000000005
6/11/2016,Office Supplies,88.76799999999999
7/11/2016,Office Supplies,12.9
18/9/2015,Technology,717.12
7/12/2015,Office Supplies,21.36
7/12/2015,Office Supplies,6.688
7/12/2015,Technology,773.94
9/12/2016,Office Supplies,20.568
9/12/2016,Office Supplies,4.356
9/12/2016,Technology,19.04
16/11/2014,Office Supplies,5.22
6/11/2016,Office Supplies,84.84
6/9/2015,Office Supplies,7.24
3/9/2014,Office Supplies,14.4
24/4/2016,Office Supplies,15.552
24/4/2016,Furniture,1325.76
24/4/2016,Office Supplies,3.108
31/8/2017,Office Supplies,6.672000000000001
31/8/2017,Technology,689.408
7/12/2017,Office Supplies,1889.99
18/12/2015,Office Supplies,55.93600000000001
18/12/2015,Office Supplies,18.432000000000002
18/12/2015,Furniture,20.32
4/11/2014,Office Supplies,52.06399999999999
10/3/2017,Office Supplies,48.784
10/3/2017,Office Supplies,13.092
31/1/2016,Technology,109.59200000000001
31/1/2016,Office Supplies,56.7
7/5/2017,Technology,79.99
24/5/2016,Office Supplies,69.5
24/5/2016,Office Supplies,191.6
7/10/2016,Office Supplies,10.56
30/4/2014,Technology,47.79
10/11/2015,Office Supplies,714.3
9/11/2015,Technology,2321.9
9/11/2015,Office Supplies,17.94
7/9/2015,Office Supplies,9.522
7/9/2015,Technology,791.9639999999999
7/9/2015,Office Supplies,4.923
11/5/2017,Furniture,209.979
21/7/2017,Office Supplies,33.93
21/7/2017,Office Supplies,222.32
21/7/2017,Technology,210.56400000000002
24/11/2014,Furniture,35.168
24/11/2014,Technology,1502.376
15/11/2014,Furniture,10.11
15/11/2014,Technology,772.47
15/11/2014,Office Supplies,20.46
23/3/2017,Office Supplies,347.58
18/12/2016,Technology,72.64
18/12/2016,Technology,772.47
18/12/2016,Furniture,39.92
29/7/2017,Office Supplies,33.48
29/7/2017,Technology,461.97
29/7/2017,Office Supplies,137.62
29/7/2017,Furniture,302.67
2/9/2014,Technology,239.976
29/1/2017,Office Supplies,8.34
29/1/2017,Office Supplies,8.57
29/1/2017,Office Supplies,119.616
26/12/2016,Furniture,212.94
26/12/2016,Office Supplies,26.49
9/8/2015,Furniture,687.4
6/4/2014,Furniture,653.55
6/4/2014,Technology,33.9
17/11/2017,Technology,239.96
11/7/2015,Furniture,199.83599999999998
11/7/2015,Technology,716.0
11/7/2015,Office Supplies,221.06
10/11/2016,Office Supplies,67.71
10/11/2016,Office Supplies,129.92
10/11/2016,Furniture,467.46
10/11/2016,Office Supplies,61.4
10/11/2016,Office Supplies,720.76
10/11/2016,Office Supplies,5.184
10/11/2016,Office Supplies,14.7
31/3/2014,Office Supplies,8.134
31/3/2014,Technology,79.984
18/9/2015,Office Supplies,18.54
7/11/2015,Office Supplies,24.4
19/5/2017,Office Supplies,195.64
3/1/2015,Technology,398.4
3/1/2015,Office Supplies,7.056
3/1/2015,Furniture,1352.3976
8/9/2015,Office Supplies,26.4
8/9/2015,Office Supplies,41.88
3/4/2016,Office Supplies,99.846
5/12/2016,Technology,699.98
5/12/2016,Office Supplies,584.82
8/5/2015,Office Supplies,43.98
8/5/2015,Technology,377.97
8/5/2015,Furniture,123.96
22/9/2017,Technology,391.98
30/11/2017,Technology,383.976
30/11/2017,Furniture,1781.682
15/1/2017,Office Supplies,21.4
8/8/2014,Technology,549.99
8/8/2014,Office Supplies,167.535
8/8/2014,Office Supplies,38.34
8/8/2014,Furniture,53.88
8/8/2014,Technology,299.98
5/11/2015,Office Supplies,62.8
25/4/2017,Office Supplies,13.904000000000002
20/4/2014,Furniture,744.1
20/4/2014,Office Supplies,44.84
20/4/2014,Furniture,401.59
11/11/2017,Office Supplies,18.24
25/11/2017,Furniture,359.499
25/11/2017,Office Supplies,10.48
18/12/2015,Office Supplies,20.736
8/9/2016,Technology,35.168
8/9/2016,Office Supplies,64.704
6/6/2016,Office Supplies,105.52
19/6/2015,Office Supplies,5.792000000000001
5/3/2015,Technology,466.158
5/3/2015,Technology,10.312000000000001
5/3/2015,Office Supplies,2.556
4/8/2017,Office Supplies,7.968
4/8/2017,Office Supplies,8.783999999999999
30/12/2017,Office Supplies,3.0239999999999996
23/5/2015,Office Supplies,51.45
6/12/2014,Office Supplies,14.015999999999998
6/12/2014,Furniture,214.95
6/12/2014,Technology,35.04
6/12/2014,Furniture,10.776
6/12/2014,Office Supplies,4.6
6/12/2014,Office Supplies,35.168
7/8/2015,Office Supplies,19.152
17/3/2014,Office Supplies,4.448
17/3/2014,Office Supplies,5.184
17/3/2014,Office Supplies,15.552
26/3/2015,Office Supplies,40.032
26/3/2015,Technology,16.776
14/12/2014,Furniture,186.304
19/9/2015,Technology,66.36
25/4/2017,Office Supplies,42.048
25/4/2017,Office Supplies,67.92
18/10/2014,Office Supplies,52.512
18/10/2014,Office Supplies,186.912
18/10/2014,Office Supplies,10.048
13/11/2015,Furniture,17.496
31/1/2016,Office Supplies,15.552
17/11/2016,Office Supplies,10.776
25/7/2017,Office Supplies,3.304
11/11/2017,Office Supplies,35.48
26/9/2015,Office Supplies,34.44
26/9/2015,Technology,629.93
26/9/2015,Office Supplies,79.056
4/4/2014,Office Supplies,232.55
4/4/2014,Technology,99.98
4/4/2014,Office Supplies,19.44
4/4/2014,Office Supplies,12.96
14/9/2014,Furniture,464.292
14/9/2014,Office Supplies,68.46
14/9/2014,Technology,2799.96
14/9/2014,Office Supplies,601.3
14/9/2014,Technology,16.99
14/9/2014,Technology,287.97
14/9/2014,Office Supplies,44.82
29/12/2017,Furniture,101.12
21/6/2015,Technology,107.976
26/11/2017,Office Supplies,58.73
26/11/2017,Office Supplies,93.344
23/10/2016,Office Supplies,17.05
14/12/2015,Office Supplies,8.096
13/11/2016,Furniture,30.36
29/9/2017,Office Supplies,23.34
29/9/2017,Office Supplies,51.55
8/11/2015,Technology,119.9
1/4/2016,Furniture,1317.4920000000002
1/4/2016,Office Supplies,63.84
1/4/2016,Office Supplies,3.592
2/2/2017,Furniture,86.26
2/2/2017,Office Supplies,139.04
2/2/2017,Office Supplies,46.8
24/12/2017,Furniture,8.544
24/12/2017,Furniture,842.3760000000001
21/6/2014,Technology,1214.85
6/3/2017,Office Supplies,67.78
25/9/2017,Office Supplies,39.9
30/6/2014,Office Supplies,2.688
30/6/2014,Office Supplies,6.6
7/8/2015,Office Supplies,28.4
7/8/2015,Furniture,212.94
30/6/2017,Technology,1001.584
30/6/2017,Furniture,569.058
30/6/2017,Furniture,14.224
26/10/2015,Technology,105.584
26/10/2015,Technology,68.72
30/7/2014,Furniture,1367.84
18/11/2016,Furniture,301.96
6/7/2015,Furniture,170.352
10/11/2014,Office Supplies,3.9
10/11/2014,Office Supplies,12.84
10/11/2014,Office Supplies,15.84
10/11/2014,Furniture,563.94
10/11/2014,Office Supplies,62.94
10/11/2014,Office Supplies,535.41
27/5/2016,Furniture,3504.9
27/5/2016,Office Supplies,144.12
27/5/2016,Office Supplies,314.55
8/3/2015,Office Supplies,3.408
19/10/2017,Office Supplies,2.072
19/10/2017,Furniture,328.3992
5/11/2016,Office Supplies,53.248000000000005
26/12/2016,Office Supplies,4.992
13/4/2015,Furniture,37.68
13/4/2015,Technology,258.57599999999996
13/4/2015,Office Supplies,75.84
12/9/2017,Office Supplies,45.36
12/9/2017,Office Supplies,45.78
24/9/2017,Office Supplies,40.29
24/9/2017,Office Supplies,38.71
10/10/2015,Office Supplies,1801.632
27/11/2015,Technology,748.752
13/9/2015,Technology,199.96
13/9/2015,Furniture,1516.2
14/11/2017,Technology,167.952
14/11/2017,Office Supplies,45.04
5/5/2017,Office Supplies,23.16
28/11/2014,Furniture,397.6
28/11/2014,Office Supplies,85.96
28/11/2014,Office Supplies,13.12
28/11/2014,Office Supplies,45.66
10/5/2014,Office Supplies,158.13
10/5/2014,Technology,43.6
3/3/2016,Office Supplies,3930.072
3/3/2016,Office Supplies,2.3040000000000003
3/3/2016,Technology,431.976
3/3/2016,Technology,41.72
15/8/2015,Furniture,104.23
15/8/2015,Office Supplies,70.26
12/9/2015,Office Supplies,9.26
12/9/2015,Office Supplies,105.98
12/9/2015,Office Supplies,1.24
12/9/2015,Office Supplies,20.7
12/9/2015,Office Supplies,28.9
12/9/2015,Office Supplies,27.18
12/1/2015,Office Supplies,465.18
12/5/2015,Office Supplies,36.63
26/9/2016,Office Supplies,51.45
26/9/2016,Office Supplies,7.83
26/9/2016,Office Supplies,35.4
26/9/2016,Office Supplies,29.9
9/9/2017,Office Supplies,17.48
15/4/2017,Office Supplies,79.14
10/6/2017,Office Supplies,8.4
1/9/2017,Furniture,498.26
14/6/2014,Furniture,212.94
18/5/2017,Office Supplies,706.86
18/5/2017,Technology,114.95
18/5/2017,Office Supplies,43.19
12/9/2017,Office Supplies,166.44
21/6/2016,Office Supplies,36.56
21/6/2016,Office Supplies,186.144
21/6/2016,Furniture,353.56800000000004
